Landscape;Category;Transect_type;Species;Indiv
9931;NoPL.LRD;Between fields;Aphantopus hyperantus;13
9931;NoPL.LRD;Between fields;Boloria selene;1
9931;NoPL.LRD;Between fields;Brenthis ino;3
9931;NoPL.LRD;Between fields;Leptidea sinapis/reali;1
9931;NoPL.LRD;Between fields;Lycaena hippothoe;1
9931;NoPL.LRD;Between fields;Pieris brassicae;2
9931;NoPL.LRD;Between fields;Pieris napi;1
9931;NoPL.LRD;Between fields;Pieris rapae;1
9931;NoPL.LRD;Between fields;Polyommatus amandus;1
9931;NoPL.LRD;Between fields;Thymelicus lineola;3
9931;NoPL.LRD;Big road;Aphantopus hyperantus;8
9931;NoPL.LRD;Big road;Coenonympha arcania;6
9931;NoPL.LRD;Big road;Gonepteryx rhamni;1
9931;NoPL.LRD;Big road;Lasiommata maera;2
9931;NoPL.LRD;Big road;Leptidea sinapis/reali;1
9931;NoPL.LRD;Big road;Nymphalis antiopa;2
9931;NoPL.LRD;Big road;Ochlodes sylvanus;1
9931;NoPL.LRD;Big road;Polyommatus icarus;1
9931;NoPL.LRD;Pasture;Aglais urticae;1
9931;NoPL.LRD;Pasture;Aphantopus hyperantus;8
9931;NoPL.LRD;Pasture;Argynnis paphia;3
9931;NoPL.LRD;Pasture;Coenonympha pamphilus;5
9931;NoPL.LRD;Pasture;Inachis io;1
9931;NoPL.LRD;Pasture;Lasiommata maera;6
9931;NoPL.LRD;Pasture;Lycaena phlaeas;2
9931;NoPL.LRD;Pasture;Nymphalis antiopa;1
9931;NoPL.LRD;Pasture;Pararge aegeria;1
9931;NoPL.LRD;Pasture;Plebejus argus;2
9931;NoPL.LRD;Small road;Aphantopus hyperantus;4
9931;NoPL.LRD;Small road;Argynnis adippe;3
9931;NoPL.LRD;Small road;Argynnis aglaja;1
9931;NoPL.LRD;Small road;Argynnis paphia;3
9931;NoPL.LRD;Small road;Aricia artaxerxes;1
9931;NoPL.LRD;Small road;Lasiommata maera;4
9931;NoPL.LRD;Small road;Melitaea athalia;4
9931;NoPL.LRD;Small road;Plebejus argus;3
9931;NoPL.LRD;Small road;Plebejus idas;3
9931;NoPL.LRD;Small road;Plebejus optilete;2
9931;NoPL.LRD;Small road;Thymelicus lineola;1
10099;NoPL.HRD;Big road;Aglais urticae;1
10099;NoPL.HRD;Big road;Aphantopus hyperantus;17
10099;NoPL.HRD;Big road;Argynnis paphia;4
10099;NoPL.HRD;Big road;Coenonympha arcania;1
10099;NoPL.HRD;Big road;Gonepteryx rhamni;1
10099;NoPL.HRD;Big road;Lasiommata maera;1
10099;NoPL.HRD;Big road;Pieris napi;1
10099;NoPL.HRD;Pasture;Aglais urticae;3
10099;NoPL.HRD;Pasture;Aphantopus hyperantus;10
10099;NoPL.HRD;Pasture;Argynnis aglaja;2
10099;NoPL.HRD;Pasture;Coenonympha arcania;4
10099;NoPL.HRD;Pasture;Coenonympha pamphilus;1
10099;NoPL.HRD;Pasture;Inachis io;2
10099;NoPL.HRD;Pasture;Lasiommata maera;2
10099;NoPL.HRD;Pasture;Leptidea sinapis/reali;1
10099;NoPL.HRD;Pasture;Polyommatus amandus;2
10099;NoPL.HRD;Pasture;Polyommatus icarus;1
10099;NoPL.HRD;Small road;Aglais urticae;1
10099;NoPL.HRD;Small road;Aphantopus hyperantus;6
10099;NoPL.HRD;Small road;Argynnis aglaja;1
10099;NoPL.HRD;Small road;Argynnis paphia;4
10099;NoPL.HRD;Small road;Brenthis ino;2
10099;NoPL.HRD;Small road;Carterocephalus silvicola;2
10099;NoPL.HRD;Small road;Coenonympha arcania;1
10099;NoPL.HRD;Small road;Gonepteryx rhamni;1
10099;NoPL.HRD;Small road;Lasiommata maera;4
10099;NoPL.HRD;Small road;Melitaea athalia;1
10099;NoPL.HRD;Small road;Ochlodes sylvanus;1
10099;NoPL.HRD;Small road;Pieris brassicae;1
10099;NoPL.HRD;Small road;Pieris napi;4
10156;PL.LRD;Big road;Aglais urticae;1
10156;PL.LRD;Big road;Aphantopus hyperantus;4
10156;PL.LRD;Big road;Argynnis adippe;2
10156;PL.LRD;Big road;Argynnis aglaja;7
10156;PL.LRD;Big road;Argynnis paphia;2
10156;PL.LRD;Big road;Boloria selene;9
10156;PL.LRD;Big road;Brenthis ino;8
10156;PL.LRD;Big road;Coenonympha pamphilus;1
10156;PL.LRD;Big road;Gonepteryx rhamni;7
10156;PL.LRD;Big road;Hesperia comma;1
10156;PL.LRD;Big road;Lasiommata maera;2
10156;PL.LRD;Big road;Limenitis populi;1
10156;PL.LRD;Big road;Melitaea athalia;2
10156;PL.LRD;Big road;Ochlodes sylvanus;1
10156;PL.LRD;Big road;Pieris brassicae;1
10156;PL.LRD;Big road;Plebejus argus;2
10156;PL.LRD;Big road;Polyommatus semiargus;1
10156;PL.LRD;Big road;Thymelicus lineola;1
10156;PL.LRD;Big road;Zygaena viciae;1
10156;PL.LRD;Pasture;Aphantopus hyperantus;1
10156;PL.LRD;Pasture;Gonepteryx rhamni;2
10156;PL.LRD;Pasture;Leptidea sinapis/reali;1
10156;PL.LRD;Pasture;Lycaena phlaeas;1
10156;PL.LRD;Pasture;Pieris napi;5
10156;PL.LRD;Powerline;Aphantopus hyperantus;4
10156;PL.LRD;Powerline;Argynnis aglaja;1
10156;PL.LRD;Powerline;Aricia artaxerxes;1
10156;PL.LRD;Powerline;Boloria selene;9
10156;PL.LRD;Powerline;Brenthis ino;4
10156;PL.LRD;Powerline;Coenonympha pamphilus;1
10156;PL.LRD;Powerline;Gonepteryx rhamni;1
10156;PL.LRD;Powerline;Lasiommata maera;1
10156;PL.LRD;Powerline;Melitaea athalia;1
10156;PL.LRD;Powerline;Plebejus argus;10
10156;PL.LRD;Powerline;Plebejus idas;3
10156;PL.LRD;Powerline;Thymelicus lineola;2
10156;PL.LRD;Small road;Aphantopus hyperantus;3
10156;PL.LRD;Small road;Argynnis aglaja;5
10156;PL.LRD;Small road;Argynnis paphia;1
10156;PL.LRD;Small road;Boloria euphrosyne;1
10156;PL.LRD;Small road;Boloria selene;1
10156;PL.LRD;Small road;Brenthis ino;4
10156;PL.LRD;Small road;Gonepteryx rhamni;1
10156;PL.LRD;Small road;Inachis io;1
10156;PL.LRD;Small road;Melitaea athalia;5
10156;PL.LRD;Small road;Ochlodes sylvanus;2
10156;PL.LRD;Small road;Pieris brassicae;1
10156;PL.LRD;Small road;Plebejus argus;7
10156;PL.LRD;Small road;Plebejus idas;2
10156;PL.LRD;Small road;Thymelicus lineola;1
